Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,5.942871893939774,5.97174596786499,5.892342145878199,5.97174596786499,237536000,0.0,0.0
2020-01-03 00:00:00-05:00,5.8520181115010415,5.919972391625994,5.827126404235172,5.876163005828857,205384000,0.0,0.0
2020-01-06 00:00:00-05:00,5.782819941066442,5.906033166396497,5.756683859907929,5.900805950164795,262636000,0.0,0.0
2020-01-07 00:00:00-05:00,5.929181691904879,6.018044830947195,5.884127936555174,5.9722442626953125,314856000,0.0,0.0
2020-01-08 00:00:00-05:00,5.968012301157384,6.02476533080806,5.927936984247167,5.983445167541504,277108000,0.0,0.0
2020-01-09 00:00:00-05:00,6.069820567182259,6.121595173601819,5.9953946891466146,6.049160480499268,255112000,0.0,0.0
2020-01-10 00:00:00-05:00,6.156442070101162,6.186809770808669,6.0673301525191965,6.081518173217773,316296000,0.0,0.0
2020-01-13 00:00:00-05:00,6.164658029617445,6.297330108454605,6.142006282213126,6.272189617156982,319840000,0.0,0.0
2020-01-14 00:00:00-05:00,6.229375193836621,6.254764936804578,6.142005668991298,6.155198574066162,359088000,0.0,0.0
2020-01-15 00:00:00-05:00,6.1678916774449775,6.190294163709813,6.086744978266976,6.1126322746276855,263104000,0.0,0.0
2020-01-16 00:00:00-05:00,6.166150111937192,6.202243064141345,6.142752030283496,6.1962690353393555,284192000,0.0,0.0
2020-01-17 00:00:00-05:00,6.215435759214884,6.222903414229106,6.1574383487703335,6.204981327056885,253792000,0.0,0.0
2020-01-21 00:00:00-05:00,6.16839196643125,6.205231740036661,6.137526222998878,6.171627998352051,217916000,0.0,0.0
2020-01-22 00:00:00-05:00,6.216929224037822,6.312263957542838,6.198011544974662,6.225641250610352,239240000,0.0,0.0
2020-01-23 00:00:00-05:00,6.265717088011191,6.302556379249734,6.176853941628619,6.294093132019043,244516000,0.0,0.0
2020-01-24 00:00:00-05:00,6.409591381895692,6.4593748058377995,6.180588486347845,6.234852313995361,373512000,0.0,0.0
2020-01-27 00:00:00-05:00,5.930177934070112,6.029993548666782,5.780579376647325,5.978965759277344,470536000,0.0,0.0
2020-01-28 00:00:00-05:00,6.044927048164087,6.204731223103473,5.991658831594375,6.172372341156006,310976000,0.0,0.0
2020-01-29 00:00:00-05:00,6.157936330088367,6.1940292835293675,6.072059959848064,6.111886978149414,258848000,0.0,0.0
2020-01-30 00:00:00-05:00,6.0140622539026785,6.132048727515974,5.95905209854601,6.118607044219971,290504000,0.0,0.0
2020-01-31 00:00:00-05:00,6.0728073958505675,6.08475545508978,5.843306950812778,5.885124683380127,370420000,0.0,0.0
2020-02-03 00:00:00-05:00,5.866953096816272,6.001616814042242,5.860730288532247,5.98220157623291,255564000,0.0,0.0
2020-02-04 00:00:00-05:00,6.124084009466591,6.170631396450673,6.074051811682412,6.151464462280273,271544000,0.0,0.0
2020-02-05 00:00:00-05:00,6.272437773515948,6.282643426590387,6.158434133822679,6.2418212890625,208220000,0.0,0.0
2020-02-06 00:00:00-05:00,6.276171970118203,6.32869291305542,6.195025252182283,6.32869291305542,218284000,0.0,0.0
2020-02-07 00:00:00-05:00,6.288617293152528,6.310771004142484,6.237091470292002,6.262481212615967,189752000,0.0,0.0
2020-02-10 00:00:00-05:00,6.285131888072721,6.546493618262871,6.280153451840384,6.54574728012085,529608000,0.0,0.0
2020-02-11 00:00:00-05:00,6.654025822930016,6.782964286037224,6.5920455721697655,6.668213844299316,638556000,0.0,0.0
2020-02-12 00:00:00-05:00,6.7209826053791915,6.7904304958991055,6.682151664645288,6.783958435058594,374644000,0.0,0.0
2020-02-13 00:00:00-05:00,6.725961954544467,6.807357436159776,6.698581031458421,6.740149974822998,528016000,0.0,0.0
2020-02-14 00:00:00-05:00,7.150364439352846,7.3422787455673495,7.119001144887547,7.2133402824401855,1041924000,0.0,0.0
2020-02-18 00:00:00-05:00,7.110040385017932,7.400525948248123,7.090625146480826,7.382105827331543,620164000,0.0,0.0
2020-02-19 00:00:00-05:00,7.504570878979133,7.851062109004016,7.504570878979133,7.833388805389404,694332000,0.0,0.0
2020-02-20 00:00:00-05:00,7.785349300924621,7.873714406280778,7.376628997768017,7.684040546417236,810052000,0.0,0.0
2020-02-21 00:00:00-05:00,7.571779564190867,7.5969200503790075,7.234995896345942,7.319876194000244,768180000,0.0,0.0
2020-02-24 00:00:00-05:00,6.725464993578654,7.016199338897415,6.670952392850735,6.802380084991455,856916000,0.0,0.0
2020-02-25 00:00:00-05:00,6.87755297413896,6.939533231849029,6.421040848946925,6.522847652435303,1055496000,0.0,0.0
2020-02-26 00:00:00-05:00,6.523095441852512,6.856394288824368,6.521602290820598,6.6622395515441895,747732000,0.0,0.0
2020-02-27 00:00:00-05:00,6.348666670822223,6.650035562050764,6.198978650507495,6.2913818359375,906416000,0.004,0.0
2020-02-28 00:00:00-05:00,6.0388302026384215,6.786025220014102,6.022142987866289,6.726498603820801,1133252000,0.0,0.0
2020-03-02 00:00:00-05:00,6.89661113883704,6.913796687524098,6.500597684463756,6.884904861450195,890744000,0.0,0.0
2020-03-03 00:00:00-05:00,6.940694849025888,7.000470395030386,6.536960391481216,6.622389793395996,652792000,0.0,0.0
2020-03-04 00:00:00-05:00,6.729736313171451,7.095612758485117,6.655016529258814,7.086148262023926,597408000,0.0,0.0
2020-03-05 00:00:00-05:00,6.886647501659512,7.053521079061993,6.76211499539061,6.806697845458984,540328000,0.0,0.0
2020-03-06 00:00:00-05:00,6.627121046584288,6.684655282128576,6.42587639884421,6.626124858856201,515412000,0.0,0.0
2020-03-09 00:00:00-04:00,5.975068727878684,6.460745621965459,5.932229806559168,6.113050937652588,614160000,0.0,0.0
2020-03-10 00:00:00-04:00,6.389513593518389,6.502589225769043,6.126750407252216,6.502589225769043,580648000,0.0,0.0
2020-03-11 00:00:00-04:00,6.362615237701674,6.391008731373115,6.041570519242013,6.138705730438232,499964000,0.0,0.0
2020-03-12 00:00:00-04:00,5.61542030097447,5.880923631088162,5.374823569991074,5.387526035308838,816540000,0.0,0.0
2020-03-13 00:00:00-04:00,5.740948425289595,6.002964833363654,5.46971692326444,5.998481750488281,634836000,0.0,0.0
2020-03-16 00:00:00-04:00,5.290387841459403,5.631358067261737,4.831859416521545,4.891634941101074,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.003965304168558,5.500850236647753,4.757142058920643,5.411435604095459,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.983790094330558,5.228869837980907,4.500106064407561,5.051535606384277,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.030116956698216,5.397986289544187,4.816668621115726,5.304337978363037,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.4545219966743765,5.736463496278429,5.109069147492124,5.124511241912842,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.12351684435624,5.391760290128729,4.94443911062892,5.297364234924316,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.703588465428573,6.292876542904936,5.679927461197208,6.206201553344727,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.321269038602569,6.52101916570899,6.068717161877851,6.117534160614014,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.324757598302325,6.530983712467039,6.226626193714811,6.406949520111084,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.226626527292035,6.5533999558520835,6.193749946828796,6.294621467590332,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.360123148529998,6.624132369122534,6.316038635709813,6.614916801452637,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.655016951703314,6.85925066065243,6.419650591298266,6.565353870391846,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.367346891275583,6.513796948622078,6.009440415998275,6.054022789001465,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.083164194091227,6.376064815400949,6.035094921091604,6.3628644943237305,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.325254111317393,6.366847916728064,5.937460141085568,6.074944019317627,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.357133681848811,6.721764935223046,6.299599455474509,6.684903144836426,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.906572113258992,6.930233591530364,6.408442129323046,6.451530456542969,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.560621323239945,6.673696955483691,6.490634021293906,6.64879035949707,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.774568787947291,6.797482534342987,6.4861512568647814,6.549164772033691,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.489388738890452,6.729736505149638,6.40097077670597,6.721019268035889,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.84928748657064,7.106322463455055,6.821641256423125,7.072200775146484,530948000,0.0,0.0
