股票代码,股票名称,1个月收益率,3个月收益率,6个月收益率,12个月收益率,1个月收益率百分位值,3个月收益率百分位值,6个月收益率百分位值,12个月收益率百分位值,动量分数
600809,山西汾酒,9.141004862236635,11.798561151079156,0.9696121551379333,25.837797433661414,69.89966555183946,46.82274247491639,24.08026755852843,45.97315436241611,46.6939574869251
300347,泰格医药,-6.2444641275465,28.980503655564572,12.626352190104617,24.823113207547152,5.016722408026756,78.92976588628763,56.85618729096989,44.29530201342282,46.274494399676776
688187,时代电气,10.550353962091785,13.054647361046223,6.653447896012321,3.2416293452761646,75.58528428093646,48.49498327759198,42.80936454849498,16.44295302013423,45.83314628178942
605117,德业股份,23.401412483298344,13.44095455343044,0.6225680933852118,3.5393978219090405,90.63545150501672,49.83277591973244,22.40802675585284,17.78523489932886,45.16537226998271
300628,亿联网络,9.727061556329852,12.00355660936574,-0.813648293963265,22.37694300518134,73.24414715719062,47.82608695652174,17.391304347826086,41.61073825503356,45.018069179143005
601878,浙商证券,4.498269896193774,16.827852998065772,5.502183406113548,12.686567164179108,51.50501672240802,60.86956521739131,38.46153846153847,29.194630872483224,45.00768781845525
601838,成都银行,-1.2299465240641738,-0.1621621621621716,21.83377308707124,39.291101055806934,25.75250836120401,16.387959866220736,76.92307692307693,60.06711409395973,44.78266481111535
601628,中国人寿,-0.37878787878788955,11.205073995771663,9.412376495059792,32.1193092621664,29.431438127090303,45.1505016722408,49.49832775919732,54.69798657718121,44.69456353392741
600372,中航机载,1.1006289308175932,11.631944444444443,13.503971756398926,17.228805834092963,36.12040133779264,45.819397993311036,59.86622073578596,34.56375838926174,44.092444614037845
600989,宝丰能源,6.44171779141105,8.437500000000009,7.496902106567549,17.07152496626181,59.86622073578596,37.45819397993311,44.81605351170568,33.89261744966443,44.00827141927229
601166,兴业银行,-1.5810276679841917,3.8461538461538547,13.814118842051792,43.378119001919366,22.40802675585284,27.759197324414714,61.20401337792642,64.09395973154362,43.866299297434395
600309,万华化学,7.456140350877183,26.708533431843364,0.763807285546414,-1.3942791433088964,62.87625418060201,75.25083612040135,23.076923076923077,12.416107382550337,43.40503019011919
002648,卫星化学,1.5672396359959428,23.783117683302525,-3.087313072841291,29.780361757105943,37.79264214046823,70.90301003344482,12.709030100334449,50.33557046979866,42.93506318601154
300498,温氏股份,3.176403857061838,9.249249249249258,13.121890547263693,9.975816203143918,45.48494983277592,39.79933110367893,58.19397993311036,24.496644295302016,41.99372629121681
600919,江苏银行,-5.497382198952883,0.5571030640668662,21.41255605381167,46.153846153846146,6.354515050167224,19.39799331103679,74.91638795986621,66.10738255033557,41.69406971785145
688271,联影医疗,3.4960951755346414,3.2398980706225045,5.138281307926151,36.5036580670004,47.491638795986624,25.08361204013378,36.45484949832776,57.38255033557047,41.60316266750466
601919,中远海控,-4.380475594493127,-0.520833333333337,21.366163621922162,44.1509433962264,11.036789297658862,15.050167224080269,74.5819397993311,64.42953020134227,41.27460663060313
600482,中国动力,3.3737024221453193,10.64814814814814,11.31811830461109,7.998192498870305,46.48829431438127,43.47826086956522,51.83946488294314,21.812080536912752,40.9045251509506
000708,中信特钢,-3.187546330615265,14.863676341248922,11.91088260497002,20.257826887661157,15.050167224080269,53.51170568561873,54.515050167224075,39.261744966442954,40.58466701084151
601136,首创证券,5.06142506142504,14.453961456102782,1.3270142180094702,13.30153683094859,55.18394648829431,52.17391304347826,25.08361204013378,29.86577181208054,40.57681084599672
601916,浙商银行,-5.539358600583089,5.882352941176472,19.999999999999996,30.645161290322598,6.0200668896321075,31.77257525083612,71.90635451505017,52.013422818791945,40.428104868577584
300316,晶盛机电,5.048746518105851,11.906528189910981,-7.624004898958958,31.40243902439024,54.515050167224075,47.15719063545151,5.68561872909699,53.691275167785236,40.26228367488945
600016,民生银行,-6.693711967545646,7.226107226107215,13.300492610837434,42.85714285714284,4.013377926421405,33.77926421404682,58.52842809364549,63.42281879194631,39.935972256515
601398,工商银行,-0.8010680907877266,7.525325615050638,10.730253353204166,25.719120135363795,27.424749163879596,35.11705685618729,51.50501672240802,45.302013422818796,39.837209041323426
300015,爱尔眼科,1.823708206686936,9.387755102040817,-2.4745269286754024,44.70842332613392,39.46488294314381,40.468227424749166,13.712374581939798,65.1006711409396,39.6865390226931
600893,航发动力,-4.967043314500941,14.168552036199088,15.27698458023985,15.905828308929081,9.364548494983277,51.17056856187291,65.55183946488295,32.5503355704698,39.65932302305223
600585,海螺水泥,0.4952538175815091,8.12611012433393,7.982261640798227,22.05513784461155,33.44481605351171,36.78929765886287,46.48829431438127,41.2751677852349,39.49939395299769
601998,中信银行,-3.5409035409035283,1.412066752246477,17.384843982169397,31.011608623548923,13.043478260869565,22.073578595317723,69.23076923076923,53.02013422818792,39.34199007878611
601766,中国中车,4.638472032742147,9.728183118741063,5.502063273727642,8.794326241134765,52.84280936454849,41.1371237458194,38.12709030100335,23.154362416107382,38.815346456869655
601058,赛轮轮胎,7.756653992395424,15.29698942229456,-8.580645161290324,14.090177133655391,63.87959866220736,55.51839464882943,5.016722408026756,30.536912751677853,38.737907117685346
002304,洋河股份,7.897810218978107,16.61407384032816,-1.5058635394456399,1.8184322909491568,64.88294314381271,59.53177257525084,14.715719063545151,15.100671140939598,38.55777648088707
603806,福斯特,0.941492938802968,26.559865092748748,2.808219178082183,0.6032171581769497,35.45150501672241,74.91638795986621,28.428093645484946,14.093959731543624,38.2224865884043
600219,南山铝业,-0.4901960784313819,8.266666666666666,11.845730027548207,15.340909090909083,28.428093645484946,37.12374581939799,54.18060200668896,31.543624161073826,37.81901640816143
000100,TCL科技,2.882483370288247,9.692671394799035,1.5317286652078543,20.207253886010367,43.812709030100336,40.802675585284284,25.75250836120401,38.92617449664429,37.32351686830823
600795,国电电力,1.9148936170212627,7.399103139013463,16.262135922330103,-7.707129094412335,40.13377926421405,34.448160535117054,67.22408026755853,6.375838926174497,37.045464748266035
600887,伊利股份,2.4748923959827973,-1.7537826685006808,5.580192165558029,31.963048498845282,42.14046822742475,12.709030100334449,38.79598662207358,54.36241610738255,37.00197526430383
601117,中国化学,-1.872659176029956,4.3824701195219085,13.093525179856114,20.367534456355287,20.401337792642142,29.09698996655518,57.859531772575245,39.59731543624161,36.738793742003544
600690,海尔智家,2.6583268178264507,9.053156146179408,3.835508105970753,15.887025595763472,42.474916387959865,39.46488294314381,33.11036789297659,31.879194630872483,36.73234046373819
688009,中国通号,3.1423290203327126,15.051546391752591,-0.5347593582887722,12.273641851106643,45.1505016722408,54.515050167224075,19.39799331103679,27.85234899328859,36.72897353594757
002594,比亚迪,4.931002759889602,-1.7655671346137214,-4.376257545271633,48.20686070686073,54.18060200668896,12.37458193979933,11.37123745819398,67.11409395973155,36.26012884110345
600036,招商银行,-3.4443944169293084,3.5240164132271268,7.091136079900129,38.667959909473005,14.046822742474916,27.424749163879596,43.47826086956522,59.73154362416108,36.1703441000202
600050,中国联通,5.166051660516602,7.547169811320753,-7.915993537964461,26.106194690265493,55.852842809364546,35.45150501672241,5.351170568561873,46.308724832214764,35.74106080671589
601872,招商轮船,5.186385737439236,10.186757215619702,5.700325732899025,-13.351134846461953,56.52173913043478,42.80936454849498,39.79933110367893,3.3557046979865772,35.621534870148814
000001,平安银行,-3.522818254603677,7.589285714285721,7.87824529991048,26.575630252100858,13.377926421404682,35.785953177257525,45.48494983277592,46.97986577181208,35.40717380081255
600015,华夏银行,-5.72851805728517,4.7026279391424675,9.393063583815042,32.342657342657354,5.68561872909699,29.76588628762542,49.163879598662206,55.369127516778526,34.99612803304078
600115,中国东航,5.167958656330751,0.992555831265518,6.266318537859017,7.105263157894748,56.187290969899664,21.070234113712374,41.47157190635451,20.80536912751678,34.88361652937083
000725,京东方A,3.6764705882353033,12.800000000000011,-0.704225352112664,10.44386422976502,47.82608695652174,48.16053511705686,18.06020066889632,25.16778523489933,34.80365199434356
600515,海南机场,-3.9312039312039304,13.33333333333333,3.4391534391534417,25.7234726688103,12.37458193979933,49.49832775919732,31.438127090301005,45.63758389261745,34.73715517047878
688472,阿特斯,9.287257019438444,14.479638009049767,-7.410795974382434,-4.797742238946389,70.90301003344482,52.508361204013376,6.0200668896321075,8.724832214765101,34.539067585463854
002422,科伦药业,-4.554973821989538,-4.203888596952188,25.724137931034498,18.99477806788512,10.367892976588628,7.6923076923076925,81.27090301003345,38.25503355704698,34.396534308994184
601865,福莱特,3.1958163858222033,23.59081419624218,-18.269673262770358,6.923540036122833,45.819397993311036,70.23411371237458,1.3377926421404682,20.13422818791946,34.38138313393639
002180,纳思达,5.052631578947375,15.509259259259256,-4.80732544830218,3.526970954356834,54.84949832775919,55.852842809364546,9.364548494983277,17.449664429530202,34.37913851540931
601857,中国石油,-1.8018018018018056,8.457711442786087,14.58607095926412,3.4400948991696323,20.735785953177256,37.79264214046823,62.207357859531776,16.778523489932887,34.37857736077754
603288,海天味业,5.714285714285694,-4.866850321395788,2.9565217391304355,25.083006338665847,57.52508361204013,5.68561872909699,29.431438127090303,44.63087248322148,34.31825323786222
000895,双汇发展,3.4030340303403017,6.4135021097046385,-1.0204081632653073,20.61214729794356,46.82274247491639,33.11036789297659,16.722408026755854,39.93288590604027,34.14710107517227
300832,新产业,8.78354827466017,4.0506751125187535,2.8336079077429854,-2.0709130844054013,68.22742474916387,28.093645484949832,28.762541806020064,11.409395973154362,34.12325200332204
600011,华能国际,-3.149606299212604,6.034482758620685,14.41860465116278,10.64467766116941,15.384615384615385,32.441471571906355,61.53846153846154,25.838926174496645,33.80086866736998
000661,长春高新,-5.284440768311738,1.0392156862745194,11.512659597489726,31.21976063152534,7.357859531772576,21.40468227424749,52.84280936454849,53.355704697986575,33.74026396713878
000333,美的集团,2.218832339481347,-2.474199523683518,5.950840879689512,21.895154622126654,41.1371237458194,12.040133779264215,40.802675585284284,40.939597315436245,33.72988260645104
000858,五 粮 液,4.023450048185029,5.078283442849041,0.8722062144692844,14.58775654635527,49.163879598662206,31.103678929765888,23.411371237458194,31.20805369127517,33.72174586429037
601825,沪农商行,-4.918032786885263,-0.7981755986317007,11.681643132220776,34.6749226006192,9.698996655518394,14.715719063545151,53.84615384615385,56.375838926174495,33.65917712284797
601868,中国能建,-5.038759689922479,11.363636363636353,7.92951541850222,17.224880382775144,8.361204013377927,45.48494983277592,45.819397993311036,34.22818791946309,33.473434939731995
601699,潞安环能,-10.05547850208044,25.55663117134559,11.426116838487976,-6.353790613718402,0.6688963210702341,73.57859531772574,52.17391304347826,7.38255033557047,33.45098875446118
600926,杭州银行,-2.9951100244498763,-3.1135531135531136,12.314225053078554,29.869067103109636,16.722408026755854,10.033444816053512,54.84949832775919,50.671140939597315,33.069123027541465
688599,天合光能,0.9750152346130525,23.656716417910452,-4.4956772334293955,-1.9526627218934833,35.785953177257525,70.5685618729097,10.702341137123746,11.74496644295302,32.200455657561
