year,month,date,portfolio_return,valid_stocks,cumulative_return
2025,1,2025-01-02,2.165372273531163,30,0.021653722735311742
2025,2,2025-02-05,0.1299360608208416,30,0.022981219337863346
2025,3,2025-03-03,-4.477136722224044,30,-0.022819048494567395
2025,4,2025-04-01,-2.0555269231680975,30,-0.04290526604083167
2025,5,2025-05-06,-1.0671954341660401,30,-0.053119337342287465
2025,6,2025-06-03,5.114931022390902,30,-0.004687044582987521
2025,7,2025-07-01,6.81668981190943,30,0.06316035224553862
2025,8,2025-08-01,23.51136137677806,30,0.3131238246766137
